ID,Prediction
144024,Phase 1/2
77540,Phase 2
159279,IND submitted
171122,Phase 2
138780,Approved
26443,Phase 2
156754,Phase 2/3
135552,Phase 2
147163,Patented
133839,Phase 1
131111,Phase 2
186732,Phase 1
45570,Phase 2
169150,Discontinued in Phase 2
70280,Phase 1
182153,Phase 2
27125,Phase 2
161745,Phase 2/3
101277,Approved
121192,Phase 2
109392,Phase 2
42869,Approved
129220,Phase 2
168974,Approved
36480,Phase 2
67227,Phase 2
56446,Phase 2
74149,Phase 1
145731,Phase 3
82222,Approved
86098,Phase 1
39805,Phase 2
64849,Phase 2
144621,Phase 1
46571,Phase 1/2
35290,Phase 2
42065,Phase 1
36041,Terminated
118345,Approved
20180,Phase 2
43445,Approved
166591,Phase 2
19315,Phase 2
42689,Phase 1
136566,Phase 1/2
106223,Phase 2
69616,Approved
137633,Phase 2
27315,Phase 1
147212,Phase 3
21940,Phase 1
69907,Phase 2
149536,Phase 2
24669,Phase 2
58974,Phase 2
113522,Discontinued in Phase 3
119533,Approved
33459,Phase 2
138135,Phase 2
95512,Investigative
5556,Phase 2
79016,Phase 2
120552,Approved
191316,Phase 2
108924,Phase 2
154417,Phase 1
160531,Phase 2
311,Approved
93484,Phase 2
74762,Approved
141195,Phase 1
171131,Phase 2
15326,Phase 1
30727,Phase 1
150981,Investigative
127150,Phase 2
20963,Phase 2
177137,Phase 2
81454,Phase 2
111659,Investigative
135267,Phase 2
99858,Phase 2
106932,Phase 1
151551,Approved
185289,Phase 2
23778,Discontinued in Phase 1
126311,Approved
181043,Phase 2
142465,Phase 2
191174,Phase 2
111297,Phase 2
113830,Phase 2/3
189758,Investigative
47860,Phase 2
36697,Phase 2
93438,Phase 1/2
106691,Phase 1
186701,Phase 2
47390,Approved
132223,Approved
78784,Phase 2
164197,Phase 2
44779,Phase 2
120810,Discontinued in Phase 2
177761,Phase 1
182095,Discontinued in Phase 2
47727,Phase 2
26706,Phase 2
139130,Approved
130684,Phase 3
128888,Discontinued in Phase 3
137413,Approved
168887,Phase 1/2
172998,Phase 2
99518,Phase 2
41428,Phase 1
141262,Approved
138092,Approved
124423,Phase 2
75438,Phase 2
122349,Phase 2
2271,Discontinued in Phase 3
69964,Phase 2
171548,Phase 2
21870,Approved
186402,Phase 1
109025,Approved
143458,Discontinued in Phase 1
137946,Approved
104647,Phase 2
93810,Phase 2
171469,Discontinued in Phase 2
93307,Patented
174118,Phase 2
175098,Approved
988,Approved
153468,Phase 1
145793,Phase 2
726,Phase 2
145533,Phase 3
121083,Phase 1
71767,Phase 2
82848,Approved
177119,Approved
31449,Approved
100739,Phase 3
96975,Phase 3
44517,Approved
171927,Phase 2
44770,Phase 2
93162,Phase 2
69542,Phase 1
179208,Phase 2
16808,Phase 2
66239,Phase 2
84090,Approved
22707,Phase 2
67346,Phase 1
137043,Discontinued in Phase 2
125569,Investigative
128686,Investigative
14580,Phase 1
119796,Patented
105843,Terminated
14447,Phase 2
48248,Approved
8284,Investigative
146064,Investigative
121865,Approved
145368,Phase 3
4539,Phase 2
184218,Phase 2
115250,Phase 2
58891,Phase 2
109207,Phase 2
128601,Phase 1
62519,Approved
3877,Phase 2
54079,Phase 2
74896,Phase 2/3
162770,Phase 2
117420,Approved
145921,Phase 3
190780,Phase 2
38457,Phase 3
81524,Approved
172544,Phase 2
62660,Phase 2
138005,Approved
101445,Phase 2
173906,Phase 3
87532,Discontinued in Phase 2
48298,Phase 2
45530,Phase 2
140327,Phase 2
121261,Approved
164283,Phase 1
134929,Phase 2
49440,Approved
141764,Phase 2/3
164879,Phase 1
117734,Phase 2
147701,Phase 2
11257,Phase 2
190920,Phase 2
36386,Phase 1
104620,Phase 2
56223,Phase 2
119131,Approved
177353,Phase 2
89013,Approved
108399,Phase 1/2
114018,Phase 2
142778,Phase 3
47923,Phase 2
186984,Phase 2
7052,Phase 1
47183,Withdrawn from market
133855,Phase 2
157031,Phase 2
118325,Discontinued in Phase 2
13806,Phase 1
10909,Phase 2
17082,Investigative
101186,Approved
24625,Phase 2
191236,Phase 2
156742,Phase 3
77124,Phase 2
2462,Approved
62109,Phase 3
124972,Phase 2
108478,Phase 1
58901,Phase 3
191706,Phase 1
22665,Phase 2
174832,Approved
28936,Phase 1
47589,Phase 2
90788,Phase 2
96635,Phase 1/2
1772,Phase 1
149421,Phase 2
93430,Phase 2
38594,Patented
29233,Phase 2
76859,Phase 2
162572,Phase 1/2
81870,Phase 2
32397,Phase 2
131406,Approved
18442,Phase 1
79263,Phase 1
114718,Phase 2
78093,Phase 2
121754,Phase 3
92809,Phase 3
423,Phase 2
87701,Phase 1/2
14309,Phase 1
175845,Phase 3
108256,Phase 2
943,Approved
12953,Investigative
103121,Approved
104552,Phase 2
95575,Phase 2
147204,Approved
98996,Phase 2
74518,Phase 1
116557,Phase 2
32019,Phase 2
154796,Phase 2
102080,Phase 2
148020,Phase 2
143100,Phase 3
9748,Approved
89035,Approved
16080,Phase 2
163371,Phase 2
9305,Phase 1/2
141788,Phase 2/3
162727,Phase 1
124101,Phase 2
90551,Phase 2
151783,Investigative
85841,Investigative
69264,Phase 3
95905,Phase 2
65847,Discontinued in Phase 1
166812,Approved
67566,Phase 2
109231,Phase 2
99590,Phase 2
7357,Phase 1
61232,Investigative
165447,Investigative
142852,Investigative
101777,Phase 2
71800,Phase 1
20537,Phase 2
115177,Phase 2
18285,Phase 1
26216,Phase 2
39235,Phase 2
126891,Phase 2
117851,Phase 2
169950,Patented
19733,Terminated
45925,Phase 2
93698,Phase 1/2
166085,Phase 2
165474,Approved
109905,Terminated
17866,Phase 2
115092,Investigative
19623,Discontinued in Phase 1
25701,Terminated
176869,Phase 2
141820,Phase 1
181810,Approved
104298,Investigative
167033,Approved
29931,Investigative
83991,Approved
106802,Phase 2
71152,Phase 2
8350,Phase 2
140114,Phase 2
151987,Approved
175785,Approved
140295,Approved
26684,Phase 1
30039,Approved
59480,Phase 2
84837,Phase 3
155744,Phase 2
101862,Terminated
146744,Phase 3
44171,Approved
148250,Phase 2
144780,Phase 2
131540,Approved
140290,Phase 2
182811,Phase 2
146071,Patented
47616,Approved
148560,Investigative
159806,Phase 2
73109,Approved
118067,Approved
100361,Phase 3
53046,Phase 2
66040,Terminated
5215,Phase 1
18254,Phase 1
51133,Phase 2
58476,Phase 2
85124,Phase 2
110668,Phase 2
11047,Phase 2
175988,Phase 3
44989,Phase 2
31589,Phase 2
123474,Phase 2
75117,Approved
52390,Investigative
35588,Phase 2
119800,Approved
1802,Approved
52938,Approved
51128,Phase 2
130982,Phase 1
171894,Phase 1
128622,Phase 3
79002,Phase 2
135158,Phase 2
150149,Phase 2
68265,Investigative
107259,Investigative
122066,Discontinued in Phase 1
33501,Phase 2
131803,Approved
160077,Phase 2
60741,Approved
143708,Investigative
27760,Phase 3
177301,Phase 2
48265,Phase 2
10570,Phase 1
53285,Phase 1/2
9075,Phase 2
24229,Phase 2
142081,Approved
39222,Discontinued in Phase 3
64800,Phase 2
66575,Phase 2
50313,Phase 2
191598,Phase 1
208,Phase 1
23204,Phase 1/2
113192,Phase 2
36364,Approved
178317,Phase 2
110188,Investigative
147739,Phase 2
150709,Approved
116403,Phase 2
175167,Approved
187435,Phase 1
78986,Patented
104422,Phase 2
95981,Investigative
142404,Phase 2
179652,Phase 2
97212,Approved
95060,Phase 2
129374,Phase 2
188020,Phase 1
2472,Investigative
62224,Phase 1
100342,Phase 3
132774,Investigative
65716,Investigative
124936,Approved
88052,Approved
4750,Phase 2
148275,Phase 3
134277,Phase 2
182395,Discontinued in Phase 2
289,Approved
2580,Investigative
79434,Phase 2
161678,Approved
108378,Phase 2
8632,Phase 2
110562,Phase 2
37330,Phase 2
124924,Phase 2
188418,Phase 2
139909,Approved
67725,Investigative
1403,Approved
73267,Phase 1
120329,Discontinued in Phase 2
58163,Phase 2
167252,Approved
37656,Phase 2
151712,Approved
114598,Phase 2
41704,Phase 1
183080,Phase 2
30072,Phase 1
3746,Investigative
20400,Phase 2
75929,Phase 2
107547,Phase 1
87016,Phase 2
149187,Phase 2
149560,Phase 1
133780,Investigative
21852,Approved
103417,Phase 2
38972,Discontinued in Phase 3
81883,Phase 2
72265,Investigative
121642,Phase 2
67158,Investigative
162596,Phase 1/2
121301,Approved
18825,Phase 2
83980,Approved
1150,Phase 2
152991,Phase 1/2
171142,Phase 1
102354,Discontinued in Phase 2
181942,Approved
86859,Approved
38692,Phase 2
177250,Phase 2
160152,Phase 2
1341,Approved
66408,Phase 1
80703,Phase 2
100875,Approved
113578,Approved
99632,Phase 2
99996,Phase 2
47231,Investigative
145263,Phase 3
163957,Phase 2
47597,Discontinued in Phase 3
24998,Terminated
105137,Discontinued in Phase 2
184976,Phase 1/2
88713,Phase 1
124011,Phase 2
68971,Approved
186278,Phase 2
92450,Phase 2
132092,Approved
77109,Phase 2
66113,Phase 2
24332,Terminated
20593,Phase 2
12104,Phase 3
46140,Phase 2
66341,Approved
174641,Approved
176095,Approved
120752,Discontinued in Phase 2
66787,Patented
167381,Approved
188790,Phase 2
164029,Phase 2
113385,Phase 1
14207,Phase 2
33910,Phase 2
186440,Terminated
72945,Phase 2
84403,Phase 2
79682,Phase 1
72708,Phase 2
28161,Phase 3
81999,Phase 2
83063,Approved
19613,Phase 2
6996,Phase 2
166061,Phase 2
36087,Phase 3
152005,Withdrawn from market
182111,Phase 2
112832,Discontinued in Phase 2
146391,Phase 3
151174,Approved
61275,Phase 2
113959,Phase 1
137599,Phase 2
117828,Phase 2
73652,Phase 1
33742,Phase 2
73907,Investigative
41651,Investigative
54216,Phase 2
131497,Approved
108063,Investigative
172406,Phase 2
66212,Approved
105297,Approved
160041,Phase 2
50017,Approved
169907,Phase 2
144766,Phase 2
98312,Phase 2
130490,Patented
1472,Phase 2
60833,Phase 3
166900,Investigative
99757,Phase 2
119617,Approved
35668,Phase 2
15511,Preclinical
98243,Phase 2
64341,Phase 1
152216,Approved
15843,Approved
72478,Approved
84404,Approved
71279,Phase 2
182400,Phase 2
138231,Approved
15654,Phase 1
178208,Phase 2
101831,Discontinued in Phase 2
83412,Approved
123163,Approved
96281,Approved
177157,Phase 2
185008,Approved
69494,Approved
190800,Phase 2
168599,Discontinued in Phase 2
154544,Phase 2
88098,Approved
188241,Phase 2
175172,Phase 2
62504,Investigative
119481,Phase 3
176595,Phase 1/2
157928,Phase 1
123920,Phase 2
147353,Phase 2
72441,Phase 2
66477,Approved
180344,Phase 2
160507,Phase 1
188441,Phase 2
17947,Phase 1
165870,Phase 1
180619,Phase 2
98387,Phase 2
11057,Approved
186861,Phase 3
115041,Phase 1
184874,Approved
94970,Phase 2
162621,Phase 1/2
127498,Investigative
13899,Phase 2
68663,Phase 1
190070,Investigative
159738,Phase 2
61937,Phase 2
78168,Preclinical
171373,Investigative
161400,Phase 2
161679,Phase 2
103485,Approved
49683,Phase 3
100922,Investigative
85530,Approved
169129,Discontinued in Phase 2
159026,Terminated
169206,Discontinued in Phase 1
153305,Phase 1
132671,Approved
91039,Approved
8417,Approved
99637,Phase 2
165168,Phase 2
7107,Phase 2
19817,Phase 1
177798,Phase 2
2115,Phase 2
19237,Phase 2
25849,Terminated
18642,Phase 3
82228,Phase 2
43450,Phase 2
16702,Phase 1
31802,Approved
173198,Phase 2
181770,Phase 2
47738,Approved
130230,Phase 2
48864,Phase 3
104971,Phase 2
149687,Phase 2
17685,Investigative
90588,Approved
138731,Approved
64581,Phase 2
68047,Approved
50320,Phase 2
61840,Investigative
145326,Phase 2
80837,Phase 2
136652,Phase 2
92958,Approved
67547,Phase 3
6924,Phase 2
14549,Preclinical
156793,Phase 2
8800,Approved
15250,Phase 2
112991,Phase 2
48424,Discontinued in Phase 3
50038,Phase 2
113144,Phase 2
35606,Approved
3174,Phase 2
36819,Phase 2
113112,Preclinical
13585,Phase 2
166654,Phase 2
127726,Phase 2
78023,Investigative
66349,Approved
13043,Phase 1
9452,Preclinical
115265,Phase 2
38319,Approved
116589,Phase 3
163939,Phase 2
47112,Phase 2
8401,Approved
116260,Phase 1
8265,Approved
187487,Phase 2
5035,Phase 1
137017,Approved
11208,Approved
153403,Phase 2
182126,Phase 2
64638,Phase 2
84485,Phase 2
108850,Phase 1
127725,Phase 2
117270,Phase 2
147232,Phase 2
102427,Phase 2
8226,Phase 2
149528,Phase 1/2
185356,Phase 1/2
101191,Phase 1
59295,Phase 1
106412,Phase 1/2
83584,Approved
96662,Phase 2
72000,Phase 2
111895,Discontinued in Phase 2
131783,Investigative
84541,Phase 2
103741,Phase 2
103959,Phase 2
14851,Phase 2
164047,Phase 2
103073,Phase 2
59699,Phase 1
36939,Phase 2
23821,Investigative
109710,Discontinued in Phase 3
136433,Approved
95846,Terminated
143169,Phase 2
177793,Phase 2
128197,Phase 2
45245,Phase 2
84518,Phase 3
135337,Phase 2
10540,Phase 1
115640,Phase 3
177019,Phase 2
96969,Discontinued in Phase 1/2
66965,Phase 1
31424,Investigative
176085,Approved
37949,Approved
101865,Phase 2
125127,Phase 2
108742,Phase 1
135637,Phase 3
54093,Approved
142887,Phase 3
50366,Phase 3
146172,Phase 2
9531,Phase 3
106527,Phase 2
55170,Phase 2
103054,Discontinued in Phase 2
147602,Phase 3
52563,Phase 2
183793,Phase 1/2
132749,Approved
38396,Phase 2
108615,Phase 2
92412,Investigative
63496,Phase 2
8644,Phase 2
91603,Phase 3
65940,Phase 2
148101,Approved
187711,Phase 1
49359,Phase 2
160037,Phase 1
136149,Phase 2
60771,Phase 1
42598,Phase 1
143716,Investigative
77806,Phase 2
75631,Phase 2
153104,Approved
138502,Phase 2
172698,Phase 2
68333,Approved
679,Phase 1
102132,Phase 2
96743,Phase 2
78381,Phase 2
31582,Investigative
83697,Approved
69488,Phase 1
46438,Phase 3
2886,Investigative
20484,Phase 1/2
75717,Discontinued in Phase 3
135513,Phase 2
151456,Approved
186411,Phase 3
103403,Discontinued in Phase 2
111847,Phase 2
108240,Phase 2
120027,Discontinued in Phase 2
114480,Phase 2
64470,Phase 2
52987,Phase 3
38160,Phase 2
151544,Investigative
143684,Investigative
13932,Phase 2
187733,Phase 2
119614,Approved
111049,Phase 2
159606,Phase 2
165849,Approved
109977,Phase 2
115890,Investigative
54692,Phase 2
140711,Phase 2
130974,Phase 2
98633,Phase 2
143655,Phase 3
76338,Phase 2
62071,Approved
102977,Approved
115474,Phase 1
184018,Phase 2
64055,Investigative
81232,Phase 2
52587,Approved
165021,Phase 2
26848,Phase 3
64143,Phase 1
97720,Phase 2
80987,Phase 2
137482,Phase 2
129742,Phase 2
88355,Phase 2
95124,Phase 2
71741,Phase 3
177863,Phase 1
7473,Phase 2
65119,Discontinued in Phase 1
141225,Approved
108958,Phase 1
58807,Phase 2
96032,Approved
106039,Phase 2
151872,Approved
94126,Phase 2
68217,Phase 1
10767,Approved
138791,Phase 1/2
105243,Approved
162008,Approved
25224,Phase 2
131009,Phase 2
54820,Phase 2
159731,Phase 2
157886,Phase 3
95382,Approved
160257,Phase 2
154473,Approved
42743,Phase 1
62139,Patented
80645,Phase 2
168115,Phase 2
160058,Phase 2
140636,Phase 2
185536,Phase 2
177086,Phase 1
132930,Phase 2
26686,Phase 3
5641,Phase 2
137215,Phase 3
51608,Phase 1
93071,Phase 1
31474,Phase 1
16334,Phase 2
112188,Discontinued in Phase 3
153681,Phase 3
75867,Phase 2
62832,Approved
187738,Phase 1
184866,Phase 2
113488,Phase 2
169914,Discontinued in Phase 2
35990,Investigative
1384,Phase 2
101417,Discontinued in Phase 2
124666,Phase 2
11794,Phase 2
145372,Phase 2
86782,Patented
92620,Phase 2
80054,Investigative
30280,Phase 1
8101,Phase 3
75363,Terminated
73773,Phase 2
21427,Phase 2
79281,Phase 2
118453,Approved
136421,Approved
152324,Phase 2
97636,Phase 2
161586,Phase 3
130545,Investigative
58311,Phase 2
186398,Phase 2
143722,Discontinued in Phase 1
177730,Phase 2
4361,Phase 1
131387,Phase 3
97154,Phase 2
164843,Terminated
71277,Phase 2
142552,Phase 2
51808,Phase 2
771,Phase 1
1937,Phase 2
29074,Phase 2
185907,Phase 1
19023,Phase 2
4945,Phase 1
98454,Phase 2
41893,Phase 1
8504,Phase 3
160237,Phase 2
141384,Approved
12977,Phase 2
27400,Discontinued in Phase 3
131443,Phase 3
190210,Phase 2
191880,Phase 2
132911,Phase 3
178760,Phase 2
136528,Phase 2
99322,Phase 1
113096,Phase 2
65203,Phase 2
118997,Investigative
84727,Phase 3
20135,Approved
178337,Phase 2
85137,Phase 3
133386,Approved
81604,Approved
142643,Discontinued in Phase 1
52400,Phase 3
80615,Phase 1
9387,Preclinical
108454,Phase 1
135330,Phase 2
110792,Phase 2
146428,Phase 3
180358,Phase 1
29536,Approved
157732,Approved
31455,Phase 3
168561,Discontinued in Phase 2
89104,Approved
180488,Phase 3
124034,Phase 2
190214,Phase 2
147934,Phase 2
79635,Phase 1
158723,Phase 2
38194,Phase 1
107593,Phase 1
143437,Patented
143554,Discontinued in Phase 1
143232,Phase 3
15920,Phase 2
151167,Withdrawn from market
181334,Approved
133674,Phase 2
176565,Phase 2
6442,Phase 2
153667,Phase 2
115455,Phase 2
163965,Phase 2
109941,Approved
113266,Phase 2
55302,Phase 2
103560,Phase 3
100851,Investigative
82306,Phase 1
66423,Approved
181588,Phase 3
86606,Phase 2
6669,Phase 2
189072,Phase 2
61997,Approved
79113,Phase 2
178253,Phase 2
120641,Phase 2
99594,Phase 1
26111,Phase 2
127482,Approved
151111,Approved
190073,Phase 2
187646,Discontinued in Phase 2
27958,Phase 2
56456,Phase 3
24984,Phase 3
21037,Phase 1
39733,Phase 2
33496,Phase 2
46210,Phase 2
93700,Phase 2
141568,Approved
177026,Phase 1
101866,Discontinued in Phase 2
116262,Phase 1
77782,Phase 2
73905,Terminated
172881,Phase 2
133513,Phase 2
180301,Phase 2
130156,Approved
84871,Phase 2
97381,Phase 2
31203,Approved
134859,Phase 2
97306,Phase 2
40752,Approved
96007,Phase 2
95085,Investigative
37094,Phase 1
54412,Phase 2
77020,Phase 2
1490,Phase 2
186032,Phase 1
1228,Phase 2
153006,Approved
169553,Approved
78065,Approved
101101,Phase 1
140133,Phase 1/2
113357,Phase 2
73689,Phase 2
98328,Phase 3
73827,Phase 2
70220,Phase 1
102679,Phase 2
192020,Phase 2
54398,Phase 2
138900,Phase 1/2
28173,Approved
123199,Phase 1
183676,Phase 2
133165,Investigative
50093,Phase 2
58587,Phase 1
87028,Approved
100146,Phase 2
144219,Phase 2
91463,Phase 2
73789,Phase 2
190584,Phase 2
134092,Phase 2
34164,Phase 2
22039,Approved
107677,Phase 2
82221,Approved
50597,Approved
99487,Phase 2
1288,Phase 2
101736,Investigative
80691,Phase 1
97186,Phase 2
146198,Phase 3
111890,Discontinued in Phase 2
143542,Phase 3
106740,Phase 2
9130,Approved
77185,Phase 2
59481,Approved
73382,Phase 2
175832,Phase 3
143575,Approved
14129,Phase 2
131441,Approved
81292,Phase 2
109821,Phase 2
28822,Phase 3
37251,Phase 2
107710,Approved
8872,Phase 3
187712,Phase 1
55969,Phase 1
43021,Phase 2
70783,Phase 2
139592,Approved
115797,Phase 1
153310,Approved
101591,Discontinued in Phase 2
7500,Phase 2
544,Phase 2
26598,Phase 2
115148,Phase 1
95033,Phase 1
47139,Phase 2
110920,Phase 1
154451,Approved
184835,Phase 2
15330,Phase 2
121902,Approved
10763,Approved
85163,Phase 3
1896,Phase 2
90990,Discontinued in Phase 2
152615,Phase 1/2
117650,Phase 2
29255,Phase 3
124231,Phase 2
30426,Phase 1
125654,Phase 1
87443,Discontinued in Phase 2
63597,Phase 2
77525,Phase 2
21955,Phase 2
22178,Approved
158040,Phase 2
148866,Phase 1
25277,Patented
47485,Phase 2
95767,Phase 2
137075,Phase 3
25230,Investigative
43249,Phase 2
128562,Approved
38455,Phase 2
92342,Phase 2
49097,Patented
167890,Phase 3
123337,Phase 1
78336,Phase 2
31700,Phase 1
1304,Approved
134066,Phase 2
147666,Phase 2
59788,Phase 2
138528,Phase 1/2
26783,Phase 2
123450,Phase 2
116483,Phase 2
33644,Phase 2
37413,Phase 1
149184,Investigative
52193,Approved
54700,Approved
51193,Phase 2
127920,Phase 3
51372,Phase 2
186490,Phase 1
53029,Phase 2
116653,Phase 2
121346,Phase 2
108889,Phase 1
53583,Phase 2
167066,Phase 2
110915,Investigative
84556,Phase 2
91680,Phase 2
84737,Phase 3
109811,Investigative
20580,Phase 1/2
134275,Phase 2
156506,Patented
98507,Phase 2
158172,Phase 1
109815,Investigative
190248,Phase 2
67546,Investigative
8753,Phase 3
52387,Approved
161414,Approved
86208,Approved
3265,Discontinued in Phase 2
96780,Phase 3
75425,Phase 2
107969,Approved
163430,Phase 2
151981,Investigative
150903,Investigative
160557,Phase 2
41559,Phase 3
87997,Discontinued in Phase 3
157475,Phase 2
13177,Phase 2
178953,Phase 2
79500,Phase 2
48446,Investigative
137130,Phase 1
84013,Approved
148306,Phase 2
155917,Phase 1
131978,Phase 2
111682,Phase 2
15056,Phase 2
103875,Phase 1
87248,Discontinued in Phase 2
144336,Approved
85679,Investigative
140259,Phase 2
161421,Phase 2
176285,Phase 2
129450,Phase 3
102148,Approved
66492,Approved
67534,Phase 2
57575,Phase 2
31086,Phase 1
122657,Phase 2
183097,Investigative
134121,Phase 2
130172,Phase 2
128514,Phase 3
30670,Phase 1
32851,Phase 2
175318,Approved
37146,Phase 2
27986,Phase 3
186637,Phase 2
162119,Phase 2
188924,Phase 2
191758,Terminated
102920,Phase 2
66475,Phase 2
88050,Approved
184259,Phase 2
153326,Phase 1
127525,Phase 3
137916,Terminated
33891,Phase 2
87212,Discontinued in Phase 2
60529,Phase 2
103798,Investigative
76511,Phase 2
157922,Phase 2
129851,Phase 3
126254,Phase 1
142099,Phase 1
17075,Phase 1
161774,Approved
57662,Phase 3
171022,Phase 2
115414,Phase 2
176924,Phase 1
149150,Phase 2
117724,Phase 2
56482,Phase 2
173062,Phase 2
140035,Approved
47352,Phase 2
146110,Patented
125959,Phase 3
169860,Approved
141064,Approved
79441,Phase 2
144315,Phase 2
184409,Phase 2
65562,Phase 3
129306,Phase 3
48528,Phase 3
60856,Phase 2
92836,Approved
108480,Approved
113729,Investigative
141023,Approved
168620,Phase 2
149881,Phase 1
154510,Approved
9935,Approved
171253,Phase 2
62257,Phase 1
123052,Phase 2
126257,Phase 3
34264,Phase 2
85545,Approved
66125,Approved
159873,Phase 2
13843,Phase 2
73634,Phase 2
11746,Investigative
17938,Phase 2
111754,Phase 2
174006,Discontinued in Phase 2
112633,Discontinued in Phase 2
26560,Phase 3
82095,Approved
130457,Phase 2
117133,Phase 2
63133,Phase 2
48216,Approved
90801,Phase 2
80430,Preclinical
14305,Phase 2
17321,Phase 2
39786,Phase 2
111477,Phase 2
19993,Phase 2
175907,Phase 3
75401,Phase 2
32803,Phase 2
175853,Phase 3
2785,Phase 2
68960,Approved
187590,Phase 2
28187,Phase 3
89024,Approved
6488,Phase 1
120386,Phase 2
90135,Phase 1
181900,Phase 2
31843,Phase 2
63269,Approved
6211,Investigative
53954,Investigative
133645,Phase 2
169006,Approved
81782,Phase 2
139883,Approved
93190,Phase 2
158419,Phase 2
159146,Approved
79640,Phase 2
180966,Phase 2
121049,Phase 2
61113,Phase 3
135560,Phase 2
8207,Discontinued in Phase 2
165600,Phase 2
7005,Phase 2
148232,Investigative
185007,Approved
155114,Approved
163098,Phase 2
53951,Approved
56187,Phase 2
165421,Approved
165351,Approved
113532,Discontinued in Phase 3
5583,Phase 2
156564,Phase 2
77925,Approved
58915,Phase 1
98477,Phase 2
11554,Approved
170877,Phase 2
94064,Phase 2
72236,Phase 2
138968,Phase 1/2
113602,Approved
172112,Phase 2
105808,Phase 2
38231,Phase 2
148989,Investigative
137176,Approved
168968,Approved
162733,Phase 1/2
24181,Phase 2
123235,Phase 2
78028,Phase 2
173604,Approved
129601,Phase 2
132508,Approved
38845,Approved
87029,Phase 2
85972,Phase 3
21725,Approved
136256,Approved
55496,Discontinued in Phase 3
56473,Approved
46270,Phase 1
83565,Approved
140447,Phase 1/2
64510,Phase 2
115571,Phase 2
30351,Investigative
180764,Approved
111511,Phase 2
111362,Phase 2
29066,Phase 2
109002,Phase 2
152135,Approved
74842,Phase 3
60402,Phase 2
2047,Phase 1/2
178138,Phase 2
146458,Phase 2
60636,Phase 2
66473,Phase 1
157912,Phase 3
64442,Phase 2
16858,Terminated
41845,Approved
29856,Phase 1
93237,Phase 2
85508,Investigative
26621,Phase 2
70191,Phase 2
48990,Investigative
82535,Approved
163962,Phase 2
159538,Approved
65045,Phase 3
128270,Phase 2
66455,Approved
79533,Discontinued in Phase 3
129868,Phase 2
118720,Phase 2
50190,Phase 2
60161,Phase 3
170749,Phase 2
34368,Phase 2
11722,Phase 2
176605,Phase 2
84580,Phase 2
180032,Phase 2
61156,Phase 2
130115,Investigative
10269,Approved
83218,Approved
41097,Approved
168298,Phase 2
35590,Approved
2060,Phase 2
90048,Phase 1
127157,Phase 2
180158,Phase 1
67800,Phase 2
116604,Phase 2
86200,Approved
6150,Phase 2
189359,Phase 2
23628,Phase 2
30233,Phase 2
144365,Discontinued in Phase 2
77225,Discontinued in Phase 3
167272,Discontinued in Phase 1
97293,Phase 2
73125,Approved
167894,Phase 2
146702,Phase 3
186485,Phase 2
171435,Phase 2
70412,Phase 1
32724,Phase 2
128023,Phase 2
184516,Phase 2
33591,Phase 2
191273,Phase 3
139942,Approved
28989,Phase 2
149364,Phase 2
19830,Phase 2
170164,Phase 1
15905,Phase 2
18950,Phase 3
126626,Phase 3
82010,Phase 2
112194,Discontinued in Phase 3
128734,Phase 2
6447,Phase 2
91467,Phase 2
69802,Phase 1
113726,Phase 2
83600,Phase 2
144224,Phase 2
162730,Phase 2
33843,Approved
149220,Phase 2
131762,Approved
145319,Phase 2
11110,Approved
2440,Approved
7670,Phase 2
17683,Phase 2
27414,Phase 3
47688,Phase 2
117654,Phase 2
188787,Phase 2
50,Phase 2
95752,Phase 3
180086,Terminated
4051,Investigative
148074,Phase 2
121462,Phase 2
31362,Phase 1
169445,Phase 1
175154,Approved
100403,Approved
115484,Phase 1
184048,Phase 2
170793,Phase 2
166680,Phase 3
190609,Phase 2
63748,Phase 2
135151,Phase 2
160719,Phase 2
118414,Discontinued in Phase 2
97502,Phase 2
72859,Discontinued in Phase 3
158109,Phase 1
86855,Phase 1
136265,Approved
79665,Phase 2
126664,Phase 2
144461,Discontinued in Phase 2
57327,Phase 1
33692,Phase 2
61252,Phase 2
127479,Approved
184554,Phase 2
156721,Phase 2
176564,Phase 1
72381,Phase 2
160452,Approved
165922,Phase 2
175688,Phase 2
168191,Phase 2
21712,Phase 2
41523,Phase 2
76546,Phase 2
69815,Phase 1
141691,Phase 1
113683,Approved
159695,Phase 2
17055,Phase 1
137296,Phase 2
34709,Phase 2/3
105649,Approved
72948,Phase 2
95560,Terminated
51527,Phase 2
185348,Phase 1/2
127988,Discontinued in Phase 3
78893,Phase 2
173451,Phase 2
170734,Phase 2
178088,Phase 2
24402,Phase 2
117945,Approved
110631,Phase 1
71945,Phase 2
23935,Investigative
48929,Approved
41241,Approved
19382,Approved
81285,Phase 1/2
37479,Phase 2
117304,Phase 2
63195,Approved
20259,Phase 2
137796,Approved
125214,Phase 1
134109,Phase 2
111182,Phase 2
138713,Approved
107875,Approved
39268,Phase 2
21014,Phase 2
35767,Phase 2
79045,Investigative
33154,Phase 2
188461,Phase 2
36066,Phase 1
191816,Phase 2
84965,Phase 2
185195,Phase 1/2
54636,Phase 2
38302,Phase 2
158996,Phase 2
81287,Approved
91007,Phase 2
125981,Discontinued in Phase 3
75531,Approved
57565,Phase 1
47359,Phase 2
73154,Phase 1/2
17673,Phase 2
74105,Approved
168437,Phase 2/3
62838,Approved
