ID,Prediction
114746,Discontinued in Phase 1
98733,Phase 2
3846,Discontinued in Phase 2
146890,Phase 2
114101,Phase 2
48604,Approved
165840,Investigative
168075,Discontinued in Phase 3
125395,Phase 2
36222,Phase 2
103517,Phase 2
10694,Phase 2
56220,Approved
60133,Phase 2
40939,Investigative
76109,Phase 2
4442,Investigative
45020,Phase 2
112747,Discontinued in Phase 2
76695,Phase 2
111964,Phase 1
112866,Discontinued in Phase 3
10188,Phase 2
39869,Phase 2
160004,Phase 1
104065,Phase 2
70055,Phase 2
125876,Phase 1
83018,Approved
113741,Phase 2
14937,Phase 1
37042,Approved
120652,Discontinued in Phase 2
29083,Phase 2
17895,Phase 2
52753,Approved
121561,Phase 2
41757,Phase 2
68100,Approved
179220,Approved
20998,Phase 1
122223,Phase 2
48873,Discontinued in Phase 2
34388,Phase 2
29830,Phase 3
98142,Phase 2
38970,Phase 1/2
20216,Phase 2
127135,Approved
11355,Phase 2
30828,Approved
14619,Phase 1
47341,Phase 2
96245,Phase 2
124214,Phase 1
122635,Phase 2
56102,Phase 1
161880,Phase 2
79718,Approved
163311,Discontinued in Phase 2
73585,Clinical trial
12979,Phase 1
177545,Phase 2
101257,Investigative
129518,Approved
97395,Phase 3
50672,Phase 2
155499,Discontinued in Phase 2
57501,Phase 2
147631,Phase 2
90137,Approved
89126,Approved
169832,Approved
186412,Phase 2
25365,Phase 2
179684,Phase 2
118489,Phase 2
36632,Approved
79447,Phase 2
36099,Phase 2
114941,Phase 2
158866,Investigative
156757,Approved
44341,Phase 2
131249,Preclinical
184637,Approved
99414,Phase 2
158983,Approved
47871,Approved
13675,Phase 2
152178,Phase 1
19779,Phase 2
108968,Approved
155411,Phase 2
179358,Phase 2
52893,Approved
156559,Phase 1
177464,Phase 3
128910,Phase 3
24375,Phase 2
54681,Phase 2
181602,Phase 1
150771,Phase 1
121247,Phase 2
68870,Approved
169552,Approved
183085,Phase 1
8324,Phase 3
135784,Phase 1/2
134944,Approved
53904,Phase 1
43652,Phase 2
126463,Patented
174186,Investigative
46687,Phase 3
44417,Phase 2
27873,Phase 2
49449,Phase 2
29348,Preclinical
21656,Phase 2
137415,Approved
158778,Phase 2
53503,Approved
102961,Discontinued in Phase 2
56004,Phase 2
151605,Withdrawn from market
101904,Phase 2
19232,Phase 2
80514,Phase 2
53564,Approved
77335,Phase 2
4630,Preclinical
108027,Approved
179122,Phase 2
123374,Phase 2
17283,Patented
40523,Phase 2
83706,Approved
55937,Phase 1
31670,Phase 2
58366,Phase 2
146912,Phase 2
58363,Phase 1
166679,Phase 3
161793,Discontinued in Phase 2
71212,Approved
142511,Phase 2
47334,Phase 1
27320,Phase 3
47258,Phase 2
47466,Phase 2
7178,Investigative
117518,Phase 3
96410,Phase 2
164971,Phase 2
110505,Phase 2
38910,Approved
186428,Phase 2
22406,Phase 1
167770,Phase 1
45990,Phase 2
61945,Withdrawn from market
164558,Phase 2
172414,Approved
44232,Phase 2
127592,Phase 1
6127,Terminated
144344,Terminated
126271,Phase 2
91166,Approved
26361,Terminated
136061,Phase 1
54736,Phase 1
35829,Approved
142754,Phase 2
32469,Phase 3
23410,Approved
42777,Phase 2
176263,Phase 3
6168,Phase 2
87334,Discontinued in Phase 3
109329,Discontinued in Phase 2
62937,Approved
148284,Phase 2
117670,Phase 2
164458,Phase 1
59225,Phase 1
143827,Phase 2
141282,Approved
187771,Phase 1
178192,Phase 3
80494,Phase 2
177681,Phase 2
135143,Approved
64700,Approved
59278,Phase 3
123620,Phase 1
146876,Phase 1/2
115731,Approved
99899,Phase 1
111393,Approved
185684,Investigative
159764,Phase 1
58436,Approved
30493,Phase 2
164324,Phase 2
111755,Approved
91507,Approved
106905,Phase 2
181494,Approved
158322,Approved
182329,Phase 2
164303,Phase 1
122630,Phase 1
183210,Discontinued in Phase 2
164463,Phase 2
76329,Phase 2
174829,Phase 2
129970,Phase 1
44310,Phase 2
124250,Phase 2
82633,Approved
139952,Phase 1
52616,Approved
112925,Discontinued in Phase 3
2345,Approved
158697,Phase 2
97700,Phase 3
71509,Phase 2
2936,Phase 2
15624,Approved
20749,Phase 2
175166,Approved
45487,Phase 2
111574,Phase 2
87257,Phase 1
182336,Phase 1
118165,Phase 2
56971,Approved
130985,Phase 2
185992,Phase 2
168373,Phase 2
87408,Phase 2
36288,Phase 2
162953,Phase 1
154366,Phase 2
109237,Phase 2
3977,Phase 1
122669,Approved
115398,Phase 3
58680,Phase 1
5192,Phase 1
120974,Phase 2
117855,Phase 2
174574,Approved
108184,Phase 2
19627,Investigative
115407,Phase 2
23985,Phase 3
157076,Investigative
104961,Patented
132306,Phase 3
101758,Phase 2
147606,Investigative
1151,Approved
125345,Phase 2
130653,Phase 2
174280,Phase 2
11334,Phase 1
44541,Phase 2
85609,Approved
54836,Approved
93826,Phase 1
152681,Phase 2
136490,Approved
85928,Investigative
115701,Phase 2
3437,Phase 1
165648,Phase 2
78335,Phase 2
154093,Phase 2
152579,Approved
22509,Withdrawn from market
166517,Phase 1
30876,Terminated
61865,Approved
106915,Approved
6820,Approved
10427,Approved
96273,Phase 2
63138,Approved
130871,Phase 2
138614,Approved
37060,Phase 2
174811,Approved
121188,Phase 1
84813,Phase 2
114749,Phase 2
97843,Phase 3
82934,Approved
82323,Approved
72220,Phase 2
37588,Phase 2
155059,Phase 1/2
170498,Phase 2
41353,Phase 2
3096,Phase 1
179291,Phase 2
164204,Phase 2
121289,Phase 2
42141,Phase 1
50921,Approved
83534,Approved
150927,Withdrawn from market
114210,Phase 1
31244,Terminated
54590,Approved
82177,Approved
60188,Phase 2
59097,Phase 2
157583,Discontinued in Phase 1
73089,Phase 3
79649,Approved
171337,Phase 1/2
150213,Phase 2
143219,Phase 1/2
99804,Phase 2
115468,Phase 2
5171,Investigative
106532,Approved
37460,Discontinued in Phase 2
146910,Phase 2
44020,Phase 2
149175,Phase 2
159625,Phase 2
68514,Phase 2
59430,Phase 2
156282,Terminated
146078,Phase 2
48515,Approved
95458,Phase 2
20570,Discontinued in Phase 2
66985,Phase 2
188185,Phase 2
187640,Terminated
152306,Phase 1
4352,Phase 1
98339,Phase 2
143630,Phase 2
30987,Discontinued in Phase 1
144453,Terminated
136830,Phase 2
110377,Phase 2
179136,Phase 2
74022,Phase 2
155540,Phase 1/2
93691,Phase 2
105322,Phase 1
110142,Phase 1
34498,Phase 2
102145,Phase 2
181643,Approved
49250,Phase 2
165219,Phase 1/2
78064,Approved
183225,Discontinued in Phase 2
2266,Approved
150097,Approved
187364,Preclinical
159198,Approved
6812,Phase 1
188126,Phase 3
92517,Phase 2
157006,Phase 2
91962,Approved
45985,Phase 2
138050,Approved
187184,Investigative
29757,Phase 1
43188,Approved
189879,Approved
185653,Investigative
113011,Phase 1
161940,Phase 2
74829,Phase 1
121076,Phase 1
143481,Phase 2
191318,Phase 2
64180,Approved
3028,Phase 1
191190,Phase 3
34543,Phase 3
101507,Phase 2
176359,Phase 1
86464,Phase 2
87419,Phase 1
130342,Phase 2
108524,Phase 2
117238,Phase 3
65961,Terminated
143256,Phase 2
64718,Discontinued in Phase 1
172312,Phase 1
75223,IND submitted
90600,Phase 2
154367,Phase 2
137226,Phase 1
100402,Approved
80659,Terminated
148069,Investigative
41655,Phase 1
33054,Phase 2
151295,Phase 1
148997,Approved
124433,Approved
89299,Phase 2
6216,Phase 2
48236,Approved
162889,Approved
114537,Phase 1/2
76065,Terminated
59206,Phase 2
171867,Phase 2
27221,Phase 2
107522,Phase 2
131763,Approved
162917,Approved
107269,Phase 2
155476,Approved
32277,Phase 2
122924,Phase 2
100845,Approved
53714,Phase 2
72579,Phase 2
106476,Terminated
145193,Phase 2
88981,Phase 1
15068,Approved
174656,Approved
182199,Phase 2
86166,Approved
43991,Phase 2
44731,Phase 2
92430,Approved
92554,Phase 2
50505,Approved
171789,Approved
127881,Phase 1
25176,Phase 3
106671,Phase 2
38315,Approved
162265,Preclinical
36569,Phase 1
27576,Phase 1
46345,Phase 2
187426,Phase 1
39960,Approved
49341,Phase 1
133283,Phase 1
125074,Patented
26626,Phase 2
149322,Investigative
94606,Phase 2
78594,Phase 2
166166,Patented
140747,Terminated
151528,Withdrawn from market
42027,Phase 1
41352,Phase 2
144785,Approved
143165,Phase 1/2
50512,Approved
166898,Investigative
118192,Approved
2189,Terminated
55337,Approved
143544,Phase 2
139575,Approved
118495,Investigative
154647,Phase 2
177331,Phase 2
177892,Terminated
145045,Phase 3
146339,Phase 2
110967,Phase 1
89762,Patented
38500,Phase 2
112511,Discontinued in Phase 3
175834,Phase 2
42387,Phase 1
118559,Phase 2
168838,Phase 1
54002,Phase 2
181910,Phase 1
29792,Phase 2
48345,Phase 2
128698,Phase 2
128402,Phase 2
59466,Phase 2
111097,Phase 1
86626,Terminated
146676,Phase 3
99971,Phase 1
160962,Phase 2
33199,Approved
5132,Phase 2
120352,Approved
163550,Approved
111966,Discontinued in Phase 3
190629,Phase 2
32460,Phase 2
47264,Approved
161801,Approved
118151,Phase 2
178239,Phase 3
40827,Phase 1
110000,Phase 2
120573,Discontinued in Phase 2
73217,Phase 2
142717,Phase 2
100068,Investigative
76143,Approved
24678,Approved
119881,Phase 1
191218,Phase 1
74050,Approved
124263,Phase 2
45562,Phase 2
125825,Phase 2
132233,Approved
76465,Phase 2
50984,Approved
173039,Phase 2
104013,Phase 2
185482,Phase 2
122306,Phase 2
18213,Terminated
96088,Phase 2
44491,Phase 2
156984,Phase 2
40972,Investigative
79119,Phase 2
116127,Phase 2
110947,Phase 2
96871,Phase 2
64689,Phase 2
173726,Approved
7068,Phase 1
152795,Approved
129426,Approved
95863,Phase 2
181615,Phase 2
116496,Phase 2
110784,Approved
64012,Phase 2
132525,Approved
177417,Phase 2
176735,Approved
93855,Phase 1/2
132808,Approved
147582,Phase 3
172867,Approved
95336,Approved
129813,Phase 2
6410,Phase 2
180234,Phase 1
19536,Investigative
88948,Phase 2
8387,Phase 3
3739,Investigative
71705,Phase 2
30674,Terminated
80899,Approved
188754,Phase 2
90721,Phase 3
47630,Phase 3
102412,Phase 2
146106,Phase 2
83263,Phase 1
109719,Phase 2
120061,Discontinued in Phase 2
10176,Phase 1
155966,Phase 2
130899,Phase 2
16256,Phase 1
110949,Discontinued in Phase 2
187897,Phase 2
188963,Phase 2
31136,Investigative
37033,Phase 2
72100,Phase 2
89692,Phase 2
49151,Approved
54878,Phase 1
37667,Approved
141009,Phase 1
37059,Phase 2
104598,Investigative
91527,Investigative
67470,Approved
87870,Terminated
174296,Phase 2
66552,Approved
32559,Phase 1
123805,Approved
156900,Approved
1966,Approved
105606,Phase 1
48947,Approved
162032,Discontinued in Phase 2
82810,Approved
103876,Phase 1
151447,Withdrawn from market
142036,Approved
27892,Phase 2
140119,Approved
16911,Phase 1/2
102379,Phase 1
143822,Phase 2
108894,Discontinued in Phase 2
180254,Phase 1
7343,Phase 1
145548,Phase 2
103948,Phase 2
11313,Approved
134569,Phase 2
69981,Phase 1
77326,Phase 2
156358,Investigative
6177,Phase 1
64620,Phase 1
17167,Approved
150315,Phase 1/2
135567,Approved
13275,Phase 1
121506,Approved
102496,Phase 2
43384,Phase 3
158586,Phase 1
30118,Investigative
28123,Phase 3
38143,Phase 3
67400,Approved
171795,Phase 1
29580,Approved
171861,Approved
139520,Phase 2
114154,Phase 2
102769,Approved
93936,Approved
84869,Phase 2
111234,Phase 1/2
91474,Phase 1
7694,Preclinical
101102,Approved
82322,Approved
65416,Terminated
34029,Investigative
127623,Approved
176626,Phase 2
173308,Patented
125485,Phase 2
178201,Phase 2
72616,Phase 2
176752,Phase 1
132483,Approved
159808,Phase 2
63352,Phase 2
14239,Phase 1
124559,Patented
167670,Approved
122564,Phase 1
78844,Phase 2
77556,Phase 1/2
171183,Phase 2
106585,Phase 2/3
142631,Phase 2
119420,Phase 1
56279,Phase 1
165399,Approved
17562,Phase 1
55810,Approved
84982,Phase 2
45816,Phase 3
7319,Phase 1
7586,Phase 1
97778,Phase 2
159989,Phase 2
135578,Approved
125614,Phase 1
130400,Discontinued in Phase 2
63913,Approved
28409,Phase 1
158663,Phase 2
19834,Phase 1
49371,Phase 1/2
83626,Approved
118965,Phase 2
167280,Phase 2
82969,Approved
93481,Phase 2
48633,Phase 2
111869,Phase 2
187926,Investigative
53064,Phase 2
42098,Investigative
107716,Phase 2
71860,Phase 2
94888,Investigative
182458,Phase 1
161603,Discontinued in Phase 1
22561,Phase 2
45588,Phase 2
127111,Patented
177658,Phase 2
97526,Phase 2
120560,Approved
96907,Phase 2
25812,Approved
133909,Phase 2
160174,Investigative
21652,Phase 2
146508,Phase 2
116339,Approved
27220,Phase 2
62197,Phase 1
179902,Approved
19493,Phase 1/2
179450,Phase 2
78079,Approved
180351,Phase 1
158745,Approved
130950,Phase 2
151686,Withdrawn from market
148527,Phase 3
57145,Phase 2
89270,Phase 2
70389,Phase 2
69872,Phase 2
30836,Investigative
176733,Phase 2
63611,Approved
86825,Phase 2
161943,Discontinued in Phase 1
45964,Phase 2
157060,Phase 2
64673,Approved
179322,Phase 2
84256,Approved
167688,Approved
35407,Phase 2
164107,Phase 2
131592,Approved
163679,Approved
169677,Phase 3
47586,Preclinical
141410,Phase 1
169959,Phase 1
165079,Phase 2
157365,Phase 1
49075,Approved
119941,Approved
190425,Approved
138079,Approved
10508,Phase 2
18216,Phase 3
24344,Approved
20807,Phase 2
71349,Phase 1
154588,Phase 2
124706,Phase 2
40002,Phase 2
123695,Approved
61906,Approved
153582,Phase 2
109183,Phase 2
111307,Phase 2
45539,Phase 2
148345,Phase 2
166583,Phase 1
84956,Phase 3
161224,Approved
140107,Phase 1
186350,Phase 3
39687,Phase 2
73695,Approved
95186,Phase 2
184052,Approved
91740,Phase 1
104179,Phase 2
53003,Phase 1
66339,Investigative
23663,Phase 2
94354,Phase 2
16053,Phase 2
44281,Phase 2
41290,Phase 1
49637,Phase 2
34918,Phase 2
84419,Approved
69460,Approved
107445,Terminated
141178,Approved
66057,Phase 2
150099,Phase 2
134130,Phase 1/2
43235,Preclinical
174567,Phase 3
97283,Phase 3
128657,Approved
78749,Phase 2
132286,Approved
133735,Patented
176358,Phase 2
6892,Approved
92562,Investigative
98858,Phase 2
182630,Phase 2
42274,Phase 1
158969,Phase 2
60562,Patented
85692,Approved
98367,Phase 2
135276,Approved
138453,Approved
128384,Phase 1
49337,Phase 2
114945,Phase 2
143670,Approved
150321,Phase 3
55964,Phase 2
171823,Phase 2
80940,Phase 2
6617,Phase 2
49611,Phase 2
189415,Phase 1
147020,Phase 1
91436,Phase 1
83078,Phase 2
150450,Phase 2
136959,Discontinued in Phase 2
109437,Discontinued in Phase 2
115362,Phase 2
181933,Phase 1
100955,Phase 2
183915,Approved
159630,Phase 2
189182,Phase 2
95633,Phase 1
81590,Phase 1
3315,Phase 1
116200,Phase 2
140014,Approved
64739,Phase 2
64389,Approved
164103,Phase 2
169592,Phase 1
138307,Approved
45678,Phase 2
18274,Application submitted
28009,Phase 3
157457,Patented
52837,Discontinued in Phase 2
121690,Phase 2
80199,Approved
76952,Phase 1
24477,Phase 2
6391,Phase 1
29844,Investigative
144189,Terminated
79194,Phase 1
73137,Phase 1
177886,Phase 3
35745,Investigative
170103,Phase 1
191279,Phase 3
15312,Patented
164249,Phase 1
59002,Phase 1
32326,Phase 2
165991,Phase 2
103092,Approved
52989,Phase 2
109651,Investigative
30037,Terminated
118354,Phase 2
60937,Phase 1
98860,Phase 2
19007,Phase 2
186741,Terminated
124866,Phase 1/2
60083,Phase 2
32444,Phase 2
3973,Approved
103013,Phase 2
125249,Investigative
40723,Phase 2
128710,Phase 1
100155,Approved
167789,Phase 2
33215,Approved
43356,Phase 2
183615,Discontinued in Phase 2
2876,Phase 1
75548,Approved
104586,Investigative
104300,Phase 2
76762,Phase 2
87664,Approved
166585,Investigative
181544,Approved
64983,Approved
82395,Phase 2
132517,Approved
113489,Phase 2
50285,Approved
78001,Discontinued in Phase 2
129446,Approved
152374,Approved
42347,Phase 1
135561,Approved
141504,Approved
20742,Phase 1
38968,Phase 1
31004,Discontinued in Phase 3
131583,Phase 3
63839,Approved
171696,Phase 2
14467,Phase 1
118797,Terminated
79289,Phase 1
146333,Phase 2
183185,Phase 2
122860,Phase 1
82110,Approved
174369,Phase 2
170912,Phase 4
145383,Investigative
58110,Approved
102095,Phase 1
93082,Approved
5904,Investigative
58054,Phase 1
120322,Approved
84447,Phase 3
41500,Phase 3
181451,Approved
171063,Phase 1/2
70688,Approved
146496,Phase 2
173711,Approved
56841,Phase 3
133569,Approved
29381,Investigative
127511,Phase 3
151504,Approved
29840,Phase 2
175337,Phase 3
41929,Phase 1
157961,Discontinued in Phase 2
74919,Phase 1
55016,Approved
97058,Phase 2
2752,Approved
58547,Phase 2
152445,Approved
49307,Phase 2
57257,Phase 2
121892,Approved
28155,Phase 3
90309,Phase 2
181882,Phase 1
118119,Discontinued in Phase 2
184424,Approved
37010,Discontinued in Phase 2
161398,Approved
130979,Phase 2
48201,Approved
137388,Phase 1
43029,Phase 2
66259,Investigative
39998,Phase 2
51973,Phase 2
46168,Phase 3
14774,Phase 1
133992,Phase 2
75147,Phase 2
149405,Phase 1
100044,Investigative
23166,Preclinical
96029,Phase 2
39626,Phase 2
135496,Approved
48699,Phase 2
170645,Phase 2
77600,Phase 2
123719,Phase 1
17000,Phase 1/2
20835,Phase 2
113758,Phase 2
67333,Approved
107800,Approved
108601,Phase 2
191355,Phase 2
137033,Phase 3
71172,Phase 2
46724,Investigative
161982,Approved
17165,Approved
172264,Phase 2
154753,Phase 3
97579,Phase 2
168364,Terminated
105657,Phase 2
96389,Phase 1
111874,Approved
161284,Discontinued in Phase 1
68338,Approved
181010,Phase 1
106107,Phase 1
15231,Phase 1
21413,Phase 2
122458,Approved
93970,Phase 2
23728,Phase 2
102827,Phase 1
37365,Phase 2
60973,Phase 2
110850,Phase 1/2
86608,Phase 2
166268,Phase 2
102124,Phase 1
25657,Phase 3
43277,Terminated
33533,Phase 2
103564,Phase 2
71530,Phase 1
5268,Phase 1
137691,Phase 3
26825,Phase 2
74156,Phase 2
167000,Preclinical
149539,Phase 2
24586,Terminated
174714,Phase 3
63967,Approved
56145,Approved
61182,Phase 2
61955,Approved
88487,Phase 1
92742,Phase 2
113861,Phase 2
53402,Phase 2
168233,Phase 2
78876,Phase 1
167962,Phase 2
39252,Approved
20974,Phase 1
13698,Phase 1
184006,Phase 2
90452,Phase 2
4746,Phase 1
47912,Phase 1
42563,Phase 2
188263,Phase 2
131963,Approved
150427,Phase 3
65519,Terminated
95497,Phase 2
17132,Patented
45421,Phase 2
85640,Investigative
6848,Phase 1
138325,Phase 1
50768,Phase 2
44008,Phase 2
18603,Discontinued in Phase 3
126813,Phase 3
186066,Approved
13942,Phase 1
162159,Phase 2
5712,Phase 2
78417,Phase 2
46182,Phase 2
107489,Approved
179246,Phase 2
122709,Approved
176635,Phase 2
7091,Phase 1
175398,Phase 2
151972,Phase 1
112860,Discontinued in Phase 3
18554,Phase 3
99513,Phase 1
110996,Phase 2
113728,Phase 2
48563,Phase 2
147259,Approved
42408,Phase 2
25104,Terminated
68142,Phase 2
7968,Phase 3
130953,Phase 2
24005,Phase 2
104813,Phase 1
67380,Approved
47654,Approved
33671,Approved
121106,Phase 2
102819,Phase 2
167893,Preclinical
157211,Phase 1
28126,Phase 2
145877,Approved
126289,Investigative
17308,Phase 2
144680,Phase 2
165183,Phase 2
5203,Phase 1
96202,Phase 2
71551,Phase 2
60103,Phase 2
76429,Phase 2
81645,Approved
20964,Phase 1
109852,Approved
108640,Investigative
128968,Phase 2
179259,Approved
8630,Phase 2/3
156676,Approved
129096,Phase 3
72936,Phase 2
36090,Terminated
125380,Approved
117192,Phase 2
100637,Approved
152708,Approved
21334,Phase 2
12688,Phase 1
147372,Investigative
33660,Phase 2
110356,Phase 3
20382,Approved
117445,Approved
131680,Phase 1
183703,Terminated
111386,Phase 1
185525,Approved
119339,Approved
55044,Approved
172474,Phase 2
37500,Phase 2
38977,Approved
68392,Approved
118184,Preclinical
174638,Phase 2
69742,Approved
170746,Phase 3
116761,Phase 2
31551,Phase 2
31850,Phase 2
17762,Patented
14203,Approved
99932,Investigative
170281,Phase 2
71940,Investigative
123297,Phase 2
33177,Approved
118625,Approved
144525,Investigative
168595,Approved
23933,Phase 2
84486,Phase 3
131922,Approved
27796,Phase 3
48128,Approved
156580,Approved
129802,Approved
103487,Terminated
18105,Application submitted
42785,Phase 2
75662,Phase 2
181653,Phase 1
8335,Investigative
123658,Phase 2
149643,Phase 2
60028,Phase 2
167093,Approved
20445,Phase 2
118000,Investigative
166671,Phase 2
170747,Phase 1
4388,Phase 1
70287,Phase 2
169956,Phase 1
34106,Phase 2
85590,Approved
170117,Phase 1
152385,Phase 2
1069,Phase 2
71877,Phase 2
85237,Approved
110313,Phase 2
114613,Investigative
128752,Phase 2
111780,Patented
174480,Approved
56745,Approved
54172,Phase 1
62054,Approved
122463,Phase 1
23127,Phase 2
35819,Approved
85525,Approved
145121,Phase 1/2
114117,Phase 2
104503,Phase 1/2
88847,Phase 1
78153,Approved
176815,Phase 2
122641,Approved
31239,Terminated
190374,Phase 2
125403,Phase 2
118813,Investigative
105703,Phase 2
5761,Phase 1
40623,Phase 2
20019,Approved
79787,Phase 2
127279,Discontinued in Phase 2
166504,Phase 1
116083,Phase 1
140400,Phase 2
122345,Approved
189685,Phase 3
28608,Investigative
65556,Phase 2
108262,Phase 2
184611,Approved
136518,Approved
95228,Approved
131061,Phase 3
20338,Phase 2
161069,Approved
122553,Phase 2
176761,Phase 2
152426,Approved
184046,Approved
36025,Phase 2
192096,Phase 2
31450,Phase 3
191262,Phase 3
83215,Approved
163587,Phase 2
158744,Phase 2
128342,Phase 2
27991,Phase 3
172311,Phase 1
2613,Phase 1
152792,Approved
42212,Approved
21717,Approved
185304,Approved
117850,Phase 1
65887,Phase 2
178106,Phase 1
29061,Phase 2
15858,Phase 2
167200,Terminated
157790,Patented
89691,Phase 1
63237,Approved
92369,Phase 2
191156,Phase 2
29018,Phase 2
6380,Phase 1
130011,Approved
186415,Phase 1
62747,Phase 2a
18922,Approved
96017,Approved
132553,Approved
91165,Approved
76509,Phase 2
83755,Approved
77121,Phase 2
187107,Phase 2
49468,Approved
127823,Investigative
67755,Approved
49435,Approved
170866,Phase 2
52954,Approved
93226,Approved
88811,Phase 1
101598,Terminated
13418,Approved
75529,Approved
44834,Phase 3
171106,Phase 2
14320,Phase 2
135927,Phase 1/2
135351,Approved
92276,Terminated
41138,Phase 2
1562,Approved
50467,Phase 2
159235,Approved
72345,Phase 2
136786,Phase 1/2
143161,Phase 2
119711,Phase 2
101643,Discontinued in Phase 3
117770,Phase 2
188578,Approved
70602,Phase 3
8103,Approved
114306,Phase 1
126550,Phase 1
189176,Approved
96699,Phase 2
77770,Discontinued in Phase 1
129248,Phase 1
42575,Phase 2
110761,Phase 1
125761,Discontinued in Phase 2
152627,Approved
32956,Phase 2
165481,Phase 3
14862,Approved
179284,Phase 2
155320,Approved
43491,Phase 2
74667,Phase 2
68875,Approved
83351,Approved
116226,Phase 2
116086,Phase 2
68605,Phase 1
76016,Phase 1
101194,Phase 2
19750,Phase 3
66559,Phase 2
15997,Phase 1
59514,Phase 2
149129,Phase 3
5102,Phase 1
14733,Patented
159272,Approved
15745,Phase 2
107232,Investigative
154290,Phase 2
174717,Phase 3
152750,Approved
112928,Discontinued in Phase 2
73713,Phase 2/3
44364,Phase 2
164960,Phase 2
172724,Phase 2
11229,Approved
184411,Phase 2
97281,Phase 3
70627,Phase 2
86900,Phase 2
161944,Discontinued in Phase 1
74445,Approved
112806,Discontinued in Phase 3
165751,Phase 2
138880,Approved
172870,Phase 2
136148,Phase 1/2
142178,Phase 2
162150,Investigative
118643,Approved
32608,Phase 2
121511,Approved
34840,Phase 2
126213,Phase 1
105417,Phase 1
161263,Phase 2
30735,Discontinued in Phase 3
36808,Phase 2
12132,Phase 2
104246,Phase 2
2920,Phase 1
63349,Phase 2
59007,Phase 1
28619,Investigative
168875,Preclinical
3626,Phase 2
57289,Phase 1
144523,Phase 2
120155,Phase 1
25713,Approved
30173,Phase 2
41077,Approved
74346,Approved
114534,Phase 1
17456,Approved
71445,Phase 2
59653,Phase 2
128209,Phase 3
167746,Phase 1
181057,Phase 1
173014,Patented
5033,Phase 2
52342,Approved
181678,Phase 2
57511,Phase 1
174339,Phase 3
98264,Approved
38649,Phase 2
163149,Approved
47834,Approved
161952,Discontinued in Phase 2
163553,Approved
15975,Phase 2
172364,Approved
24993,Terminated
36344,Approved
58095,Phase 2
68381,Phase 3
153404,Phase 1
183249,Phase 3
25485,Phase 2
49662,Phase 2
104852,Terminated
31292,Investigative
113736,Phase 2
85117,Phase 3
15259,Phase 1
144964,Phase 2
161516,Terminated
45162,Phase 3
2106,Phase 2
122794,Phase 1
17418,Phase 2
153915,Phase 2a
129420,Phase 3
110767,Phase 2
25184,Discontinued in Phase 1
133601,Approved
175614,Phase 2
25693,Approved
162486,Phase 2
50289,Phase 2
169440,Approved
116344,Approved
186399,Phase 2
92089,Approved
164737,Phase 2
122631,Phase 1
70128,Terminated
149233,Phase 3
56326,Phase 2
85867,Approved
16321,Approved
116345,Approved
35026,Phase 1
11804,Phase 2
187888,Phase 1
30463,Terminated
136376,Phase 1
35699,Approved
189384,Approved
125581,Discontinued in Phase 2
85516,Approved
141298,Approved
3290,Phase 1
14374,Phase 1
45158,Phase 2
172349,Phase 2
156210,Phase 2
164790,Phase 1
137286,Phase 2
84196,Phase 1
71914,Phase 2
115252,Phase 2
143073,Phase 1/2
142272,Approved
10480,Approved
7151,Investigative
39436,Approved
66633,Approved
102255,Discontinued in Phase 1
13163,Phase 1
17350,Phase 1
142418,Phase 1
127993,Phase 3
20354,Phase 2
62285,Phase 1
182955,Phase 3
133349,Phase 2
74852,Phase 2
157668,Phase 2/3
123093,Phase 1
26030,Phase 2
108500,Approved
87709,Phase 2
86818,Phase 2
95989,Phase 2
124021,Phase 2
172687,Phase 2
112404,Discontinued in Phase 3
116446,Approved
88283,Discontinued in Phase 2
162936,Phase 1
84027,Approved
177355,Approved
16588,Phase 2
45835,Phase 2
46776,Investigative
161824,Discontinued in Phase 1
178532,Patented
110824,Phase 1
66810,Approved
142808,Phase 2
94289,Phase 2
33673,Phase 2
81169,Approved
104987,Patented
77588,Approved
52065,Approved
145592,Phase 2
7337,Phase 2
18539,Phase 3
23057,Patented
171038,Phase 4
173173,Phase 1/2
62855,Phase 2
121624,Approved
156927,Phase 2
159428,Phase 2
34577,Phase 3
28983,Phase 2
10182,Phase 2
85926,Approved
192036,Approved
131678,Approved
117595,Phase 2
148917,Phase 3
12363,Approved
1529,Phase 2
175892,Phase 2
161245,Approved
132369,Preclinical
116263,Phase 2
99361,Phase 4
8066,Discontinued in Phase 3
14252,Patented
177273,Phase 2
83913,Approved
91599,Phase 3
155965,Phase 3
168708,Approved
128399,Approved
86955,Terminated
19978,Phase 1
21407,Phase 2
27623,Phase 2
140303,Phase 2
127921,Phase 3
43893,Phase 2
121288,Phase 2
114525,Discontinued in Phase 1
32997,Phase 2
48271,Phase 2
69103,Approved
133958,Patented
109766,Phase 2
10836,Phase 2
105498,Preclinical
49846,Phase 1
6366,Phase 1
153202,Phase 2
115515,Approved
131556,Phase 1
119059,Phase 2
76696,Phase 2
3843,Discontinued in Phase 2
12069,Phase 1
154079,Approved
134366,Phase 1
42746,Phase 2
152427,Approved
35543,Phase 2
40746,Approved
109044,Phase 2
112675,Discontinued in Phase 2
56196,Phase 2
54185,Approved
102949,Approved
6468,Phase 2
138178,Phase 2
91916,Discontinued in Phase 3
40105,Approved
131966,Approved
14824,Phase 2
168059,Discontinued in Phase 3
102573,Approved
99940,Phase 2
